mode,year,parent_area,summary_level,geoid,threshold,weighted_average
transit,2021,25,block_group,250010107003,1200,82.4738675958188
transit,2021,25,block_group,250010107003,1500,144.421602787456
transit,2021,25,block_group,250010107003,1800,272.421602787456
transit,2021,25,block_group,250010107003,2100,414.418118466898
transit,2021,25,block_group,250010107003,2400,601.756097560975
transit,2021,25,block_group,250010107003,2700,836.700348432055
transit,2021,25,block_group,250010107003,3000,1251.48780487804
transit,2021,25,block_group,250010107003,3300,1794.20209059233
transit,2021,25,block_group,250010107003,3600,2479.06968641114
transit,2021,25,block_group,250010107004,300,13.7945736434108
transit,2021,25,block_group,250010107004,600,17.937984496124
transit,2021,25,block_group,250010107004,900,60.2364341085271
transit,2021,25,block_group,250010107004,1200,136.054263565891
transit,2021,25,block_group,250010107004,1500,254.41472868217
transit,2021,25,block_group,250010107004,1800,467.968992248062
transit,2021,25,block_group,250010107004,2100,783.023255813953
transit,2021,25,block_group,250010107004,2400,1154.50387596899
transit,2021,25,block_group,250010107004,2700,1658.03488372093
transit,2021,25,block_group,250010107004,3000,2314.57364341085
transit,2021,25,block_group,250010107004,3300,3247.81395348837
transit,2021,25,block_group,250010107004,3600,4235.82170542635
transit,2021,25,block_group,250010108001,300,21.0904522613065
transit,2021,25,block_group,250010108001,600,32.8668341708542
transit,2021,25,block_group,250010108001,900,42.1381909547738
transit,2021,25,block_group,250010108001,1200,85.7788944723618
transit,2021,25,block_group,250010108001,1500,148.256281407035
transit,2021,25,block_group,250010108001,1800,181.37688442211
transit,2021,25,block_group,250010108001,2100,228.949748743718
transit,2021,25,block_group,250010108001,2400,306.170854271356
transit,2021,25,block_group,250010108001,2700,427.482412060301
transit,2021,25,block_group,250010108001,3000,614.841708542713
transit,2021,25,block_group,250010108001,3300,781.123115577889
transit,2021,25,block_group,250010108001,3600,929.989949748743
transit,2021,25,block_group,250010108002,300,4.71138211382113
transit,2021,25,block_group,250010108002,600,52.0691056910569
transit,2021,25,block_group,250010108002,900,82.7398373983739
transit,2021,25,block_group,250010108002,1200,270.174796747967
transit,2021,25,block_group,250010108002,1500,429.853658536585
transit,2021,25,block_group,250010108002,1800,635.760162601626
transit,2021,25,block_group,250010108002,2100,790.849593495935
transit,2021,25,block_group,250010108002,2400,964.288617886178
