mode,year,parent_area,summary_level,geoid,threshold,weighted_average
transit,2021,25,census_tract,25001011700,600,75.5785907859078
transit,2021,25,census_tract,25001011700,900,159.495934959349
transit,2021,25,census_tract,25001011700,1200,274.921409214092
transit,2021,25,census_tract,25001011700,1500,453.254742547425
transit,2021,25,census_tract,25001011700,1800,840.811653116531
transit,2021,25,census_tract,25001011700,2100,1330.06368563685
transit,2021,25,census_tract,25001011700,2400,2036.49457994579
transit,2021,25,census_tract,25001011700,2700,2968.90243902439
transit,2021,25,census_tract,25001011700,3000,4131.20054200542
transit,2021,25,census_tract,25001011700,3300,5475.09620596206
transit,2021,25,census_tract,25001011700,3600,7005.09620596206
transit,2021,25,census_tract,25001011801,300,20.4269406392694
transit,2021,25,census_tract,25001011801,600,64.2191780821917
transit,2021,25,census_tract,25001011801,900,118.131278538812
transit,2021,25,census_tract,25001011801,1200,169.71803652968
transit,2021,25,census_tract,25001011801,1500,261.61301369863
transit,2021,25,census_tract,25001011801,1800,407.587899543379
transit,2021,25,census_tract,25001011801,2100,544.300228310502
transit,2021,25,census_tract,25001011801,2400,735.33105022831
transit,2021,25,census_tract,25001011801,2700,964.923515981735
transit,2021,25,census_tract,25001011801,3000,1207.78538812785
transit,2021,25,census_tract,25001011801,3300,1537.21917808219
transit,2021,25,census_tract,25001011801,3600,2087.57990867579
transit,2021,25,census_tract,25001011802,300,16.880604288499
transit,2021,25,census_tract,25001011802,600,45.620857699805
transit,2021,25,census_tract,25001011802,900,98.7329434697855
transit,2021,25,census_tract,25001011802,1200,213.608187134502
transit,2021,25,census_tract,25001011802,1500,371.699317738791
transit,2021,25,census_tract,25001011802,1800,614.376218323586
transit,2021,25,census_tract,25001011802,2100,925.405458089668
transit,2021,25,census_tract,25001011802,2400,1304.13255360623
transit,2021,25,census_tract,25001011802,2700,1771.31725146198
transit,2021,25,census_tract,25001011802,3000,2293.66569200779
transit,2021,25,census_tract,25001011802,3300,2931.64668615984
transit,2021,25,census_tract,25001011802,3600,3656.73245614035
transit,2021,25,census_tract,25001012001,300,44.3221862639338
transit,2021,25,census_tract,25001012001,600,120.776699029126
transit,2021,25,census_tract,25001012001,900,294.518518518518
transit,2021,25,census_tract,25001012001,1200,534.956130888169
transit,2021,25,census_tract,25001012001,1500,936.220064724919
transit,2021,25,census_tract,25001012001,1800,1480.12837108953
transit,2021,25,census_tract,25001012001,2100,2105.27292340884
transit,2021,25,census_tract,25001012001,2400,2874.70909744696
transit,2021,25,census_tract,25001012001,2700,3668.14563106796
transit,2021,25,census_tract,25001012001,3000,4595.37864077669
transit,2021,25,census_tract,25001012001,3300,5636.46745774901
transit,2021,25,census_tract,25001012001,3600,6696.88996763754
transit,2021,25,census_tract,25001012002,300,51.2637766348273
transit,2021,25,census_tract,25001012002,600,164.265246142542
transit,2021,25,census_tract,25001012002,900,433.788390889052
transit,2021,25,census_tract,25001012002,1200,808.842762674504
transit,2021,25,census_tract,25001012002,1500,1292.65319617928
transit,2021,25,census_tract,25001012002,1800,1893.2174871418
transit,2021,25,census_tract,25001012002,2100,2713.55547391623
transit,2021,25,census_tract,25001012002,2400,3698.93534166054
transit,2021,25,census_tract,25001012002,2700,4965.9066862601
transit,2021,25,census_tract,25001012002,3000,6418.89125642909
transit,2021,25,census_tract,25001012002,3300,8053.28581925055
transit,2021,25,census_tract,25001012002,3600,9728.18442321822
transit,2021,25,census_tract,25001012101,300,5.0067066713731
transit,2021,25,census_tract,25001012101,600,21.1373102717966
transit,2021,25,census_tract,25001012101,900,92.8718672785033
transit,2021,25,census_tract,25001012101,1200,228.793858100953
transit,2021,25,census_tract,25001012101,1500,522.553123896929
transit,2021,25,census_tract,25001012101,1800,1200.52912107306
transit,2021,25,census_tract,25001012101,2100,1954.50229438757
transit,2021,25,census_tract,25001012101,2400,2843.90010589481
transit,2021,25,census_tract,25001012101,2700,4295.18672785033
transit,2021,25,census_tract,25001012101,3000,5808.58877515001
transit,2021,25,census_tract,25001012101,3300,7437.44793505118
transit,2021,25,census_tract,25001012101,3600,9282.43663960465
transit,2021,25,census_tract,25001012102,300,42.0190258751902
transit,2021,25,census_tract,25001012102,600,298.033485540334
transit,2021,25,census_tract,25001012102,900,559.958904109589
transit,2021,25,census_tract,25001012102,1200,1184.9208523592
transit,2021,25,census_tract,25001012102,1500,2030.08980213089
transit,2021,25,census_tract,25001012102,1800,2919.90791476407
transit,2021,25,census_tract,25001012102,2100,4008.36986301369
transit,2021,25,census_tract,25001012102,2400,5673.57914764079
transit,2021,25,census_tract,25001012102,2700,7218.44520547945
transit,2021,25,census_tract,25001012102,3000,9137.77625570776
transit,2021,25,census_tract,25001012102,3300,11066.2214611872
transit,2021,25,census_tract,25001012102,3600,12866.6476407914
transit,2021,25,census_tract,25001012200,300,23.3122999542752
transit,2021,25,census_tract,25001012200,600,37.5048010973936
transit,2021,25,census_tract,25001012200,900,84.6547782350251
transit,2021,25,census_tract,25001012200,1200,172.614997713763
transit,2021,25,census_tract,25001012200,1500,238.940100594421
transit,2021,25,census_tract,25001012200,1800,423.677183356195
transit,2021,25,census_tract,25001012200,2100,573.174211248285
transit,2021,25,census_tract,25001012200,2400,790.83996342021
transit,2021,25,census_tract,25001012200,2700,1243.65797896662
transit,2021,25,census_tract,25001012200,3000,1727.80292638317
transit,2021,25,census_tract,25001012200,3300,2441.49657064471
transit,2021,25,census_tract,25001012200,3600,3270.6675811614
transit,2021,25,census_tract,25001012502,300,53.1888111888111
transit,2021,25,census_tract,25001012502,600,409.660139860139
transit,2021,25,census_tract,25001012502,900,1218.84265734265
transit,2021,25,census_tract,25001012502,1200,2149.57832167832
transit,2021,25,census_tract,25001012502,1500,4219.14405594405
transit,2021,25,census_tract,25001012502,1800,6154.91468531468
transit,2021,25,census_tract,25001012502,2100,7979.45664335664
transit,2021,25,census_tract,25001012502,2400,9878.82657342657
transit,2021,25,census_tract,25001012502,2700,11904.116083916
transit,2021,25,census_tract,25001012502,3000,13886.7139860139
transit,2021,25,census_tract,25001012502,3300,15709.8139860139
transit,2021,25,census_tract,25001012502,3600,17541.9328671328
transit,2021,25,census_tract,25001012601,300,40.9336311423101
transit,2021,25,census_tract,25001012601,600,123.068283343969
transit,2021,25,census_tract,25001012601,900,383.82705807275
transit,2021,25,census_tract,25001012601,1200,819.780472239949
transit,2021,25,census_tract,25001012601,1500,1566.48117421825
transit,2021,25,census_tract,25001012601,1800,2818.13911933631
transit,2021,25,census_tract,25001012601,2100,4382.12316528398
transit,2021,25,census_tract,25001012601,2400,6456.34716017868
transit,2021,25,census_tract,25001012601,2700,8817.98596043395
transit,2021,25,census_tract,25001012601,3000,11526.267389917
transit,2021,25,census_tract,25001012601,3300,14048.0848755583
transit,2021,25,census_tract,25001012601,3600,17178.2169751116
transit,2021,25,census_tract,25001012602,300,75.8379204892966
transit,2021,25,census_tract,25001012602,600,279.92240061162
transit,2021,25,census_tract,25001012602,900,959.011085626911
transit,2021,25,census_tract,25001012602,1200,2400.42240061162
transit,2021,25,census_tract,25001012602,1500,4858.41819571865
transit,2021,25,census_tract,25001012602,1800,7469.7117737003
transit,2021,25,census_tract,25001012602,2100,10407.7863149847
transit,2021,25,census_tract,25001012602,2400,13015.871941896
transit,2021,25,census_tract,25001012602,2700,15357.0905963302
transit,2021,25,census_tract,25001012602,3000,17292.8555045871
transit,2021,25,census_tract,25001012602,3300,19032.0256116207
transit,2021,25,census_tract,25001012602,3600,20530.3467125382
transit,2021,25,census_tract,25001012700,300,25.1003054989816
transit,2021,25,census_tract,25001012700,600,71.5982688391038
transit,2021,25,census_tract,25001012700,900,189.561099796334
transit,2021,25,census_tract,25001012700,1200,372.125254582484
transit,2021,25,census_tract,25001012700,1500,652.51782077393
transit,2021,25,census_tract,25001012700,1800,1155.97301425661
transit,2021,25,census_tract,25001012700,2100,1797.30295315682
transit,2021,25,census_tract,25001012700,2400,2579.42718940936
transit,2021,25,census_tract,25001012700,2700,3674.79175152749
transit,2021,25,census_tract,25001012700,3000,5166.54837067209
transit,2021,25,census_tract,25001012700,3300,6928.15682281059
transit,2021,25,census_tract,25001012700,3600,9207.02443991853
transit,2021,25,census_tract,25001012800,300,14.3761421319796
